phylum	genus	date	pmid
Proteobacteria	Escherichia	2012-04	22515657
Proteobacteria	Escherichia	2012-07	22514265
Proteobacteria	Escherichia	2012-07	22514263
Proteobacteria	Escherichia	2013-03	22513227
Proteobacteria	Escherichia	2012-02	22512026
Proteobacteria	Escherichia	2012-01	22511964
Proteobacteria	Escherichia	2012-05	22511334
Proteobacteria	Escherichia	2012-01	22510596
Proteobacteria	Escherichia	2012-04	22510322
Proteobacteria	Escherichia	2012-07	22510210
Proteobacteria	Escherichia	2012-04	22509919
Proteobacteria	Escherichia	2012-01	22509387
Proteobacteria	Escherichia	2012-06	22507658
Proteobacteria	Escherichia	2011-12	22506417
Proteobacteria	Escherichia	2011-12	22506412
Proteobacteria	Escherichia	2011-12	22506411
Proteobacteria	Escherichia	2012-04	22505428
Proteobacteria	Escherichia	2012-04	22505427
Proteobacteria	Escherichia	2012-07	22505318
Proteobacteria	Escherichia	2012-05	22505047
Proteobacteria	Escherichia	2012-08	22505005
Proteobacteria	Escherichia	2012-06	22504824
Proteobacteria	Escherichia	2012-07	22504533
Proteobacteria	Escherichia	2012-05	22504204
Proteobacteria	Escherichia	2012-07	22504029
Proteobacteria	Escherichia	2012-05	22503979
Proteobacteria	Escherichia	2012-06	22503820
Proteobacteria	Escherichia	2012-12	22503236
Proteobacteria	Escherichia	2012-06	22503196
Proteobacteria	Escherichia	2012-05	22500893
Proteobacteria	Escherichia	2012-03	22500302
Proteobacteria	Escherichia	2012-01	22500089
Proteobacteria	Escherichia	2012-01	22499684
Proteobacteria	Escherichia	2012-08	22498435
Proteobacteria	Escherichia	2012-04	22497891
Proteobacteria	Escherichia	2012-10	22497274
Proteobacteria	Escherichia	2012-05	22497216
Proteobacteria	Escherichia	2012-09	22495516
Proteobacteria	Escherichia	2012-05	22494320
Proteobacteria	Escherichia	2012-06	22492444
Proteobacteria	Escherichia	2012-06	22491786
Proteobacteria	Escherichia	2012-06	22490958
Proteobacteria	Escherichia	2012-07	22490467
Proteobacteria	Escherichia	2012-01	22489454
Proteobacteria	Escherichia	2012-01	22489167
Proteobacteria	Escherichia	2012-05	22488573
Proteobacteria	Escherichia	2012-06	22487214
Proteobacteria	Escherichia	2012-06	22487213
Proteobacteria	Escherichia	2012-07	22487052
Proteobacteria	Escherichia	2012-11	22486752
Proteobacteria	Escherichia	2012-05	22486648
Proteobacteria	Escherichia	2012-05	22486646
Proteobacteria	Escherichia	2012-01	22484959
Proteobacteria	Escherichia	2012-01	22484943
Proteobacteria	Escherichia	2012-01	22484932
Proteobacteria	Escherichia	2012-07	22484450
Proteobacteria	Escherichia	2012-07	22484344
Proteobacteria	Escherichia	2012-06	22484199
Proteobacteria	Escherichia	2012-09	22484130
Proteobacteria	Escherichia	2012-06	22484061
Proteobacteria	Escherichia	2012-04	22483752
Proteobacteria	Escherichia	2012-06	22483351
Proteobacteria	Escherichia	2012-04	22482440
Proteobacteria	Escherichia	2012-05	22481638
Proteobacteria	Escherichia	2012-04	22481531
Proteobacteria	Escherichia	2012-06	22480717
Proteobacteria	Escherichia	2012-01	22479486
Proteobacteria	Escherichia	2012-01	22479389
Proteobacteria	Escherichia	2012-08	22475386
Proteobacteria	Escherichia	2012-04	22475079
Proteobacteria	Escherichia	2012-04	22467388
Proteobacteria	Escherichia	2012-04	22467197
Proteobacteria	Escherichia	2012-05	22466954
Proteobacteria	Escherichia	2012-01	22466563
Proteobacteria	Escherichia	2012-01	22465915
Proteobacteria	Escherichia	2012-05	22465858
Proteobacteria	Escherichia	2012-05	22465611
Proteobacteria	Escherichia	2012-06	22465330
Proteobacteria	Escherichia	2012-05	22464224
Proteobacteria	Escherichia	2012-03	22463687
Proteobacteria	Escherichia	2012-07	22462646
Proteobacteria	Escherichia	2012-04	26307249
Proteobacteria	Escherichia	2012-04	24031858
Proteobacteria	Escherichia	2012-06	22461489
Proteobacteria	Escherichia	2012-08	22461083
Proteobacteria	Escherichia	2012-05	22460717
Proteobacteria	Escherichia	2012-05	22460591
Proteobacteria	Escherichia	2012-06	22459969
Proteobacteria	Escherichia	2012-05	22459921
Proteobacteria	Escherichia	2012-02	22458440
Proteobacteria	Escherichia	2012-07	22457065
Proteobacteria	Escherichia	2012-01	22456489
Proteobacteria	Escherichia	2012-06	22456235
Proteobacteria	Escherichia	2012-03	22455836
Proteobacteria	Escherichia	2012-04	22454498
Proteobacteria	Escherichia	2012-01	22454115
Proteobacteria	Escherichia	2012-04	22452987
Proteobacteria	Escherichia	2012-09	22452851
Proteobacteria	Escherichia	2011-07	22451884
Proteobacteria	Escherichia	2012-01	22451406
Proteobacteria	Escherichia	2012-01	22451401
Proteobacteria	Escherichia	2012-01	22451400
Proteobacteria	Escherichia	2012-01	22451394
Proteobacteria	Escherichia	2012-06	22450977
Proteobacteria	Escherichia	2012-06	22450240
Proteobacteria	Escherichia	2012-05	22450164
Proteobacteria	Escherichia	2012-05	22450163
Proteobacteria	Escherichia	2012-05	22450162
Proteobacteria	Escherichia	2012-05	22450161
Proteobacteria	Escherichia	2012-05	22447901
Proteobacteria	Escherichia	2012-03	22446837
Proteobacteria	Escherichia	2012-03	22446835
Proteobacteria	Escherichia	2012-06	22446794
Proteobacteria	Escherichia	2012-03	22446695
Proteobacteria	Escherichia	2012-10	22446688
Proteobacteria	Escherichia	2012-08	22446405
Proteobacteria	Escherichia	2012-05	22445913
Proteobacteria	Escherichia	2012-01	22442702
Proteobacteria	Escherichia	2012-01	22442680
Proteobacteria	Escherichia	2012-03	22442243
Proteobacteria	Escherichia	2012-03	22442241
Proteobacteria	Escherichia	2012-03	22442222
Proteobacteria	Escherichia	2012-01	22441427
Proteobacteria	Escherichia	2012-05	22441126
Proteobacteria	Escherichia	2012-05	22441123
Proteobacteria	Escherichia	2012-06	22440655
Proteobacteria	Escherichia	2012-04	22440394
Proteobacteria	Escherichia	2012-01	22438985
Proteobacteria	Escherichia	2012-01	22438895
Proteobacteria	Escherichia	2012-07	22438434
Proteobacteria	Escherichia	2012-03	22436460
Proteobacteria	Escherichia	2012-05	22435540
Proteobacteria	Escherichia	2011-12	22435159
Proteobacteria	Escherichia	2012-04	22434350
Proteobacteria	Escherichia	2012-03	22433797
Proteobacteria	Escherichia	2012-05	22433448
Proteobacteria	Escherichia	2012-05	22433447
Proteobacteria	Escherichia	2012-01	22431991
Proteobacteria	Escherichia	2012-08	22430500
Proteobacteria	Escherichia	2012-08	22430499
Proteobacteria	Escherichia	2012-07	22430498
Proteobacteria	Escherichia	2012-05	22429771
Proteobacteria	Escherichia	2012-01	22428045
Proteobacteria	Escherichia	2012-01	22428024
Proteobacteria	Escherichia	2012-01	22427984
Proteobacteria	Escherichia	2012-05	22427500
Proteobacteria	Escherichia	2012-05	22427497
Proteobacteria	Escherichia	2012-05	22426094
Proteobacteria	Escherichia	2012-05	22425978
Proteobacteria	Escherichia	2012-05	22425658
Proteobacteria	Escherichia	2012-05	22425284
Proteobacteria	Escherichia	2012-05	22424754
Proteobacteria	Escherichia	2012-06	22424086
Proteobacteria	Escherichia	2012-08	22422584
Proteobacteria	Escherichia	2012-08	22422582
Proteobacteria	Escherichia	2012-04	22420879
Proteobacteria	Escherichia	2012-05	22419824
Proteobacteria	Escherichia	2012-04	22418266
Proteobacteria	Escherichia	2012-05	22417986
Proteobacteria	Escherichia	2012-03	22416963
Proteobacteria	Escherichia	2012-01	22416350
Proteobacteria	Escherichia	2012-01	22416346
Proteobacteria	Escherichia	2012-07	22415482
Proteobacteria	Escherichia	2012-05	22414384
Proteobacteria	Escherichia	2012-01	22412910
Proteobacteria	Escherichia	2012-12	22410745
Proteobacteria	Escherichia	2013-02	22410744
Proteobacteria	Escherichia	2012-05	22410485
Proteobacteria	Escherichia	2012-05	22409983
Proteobacteria	Escherichia	2012-04	22409300
Proteobacteria	Escherichia	2012-01	22408443
Proteobacteria	Escherichia	2012-01	22408393
Proteobacteria	Escherichia	2012-05	22408159
Proteobacteria	Escherichia	2012-05	22408158
Proteobacteria	Escherichia	2012-09	22407770
Proteobacteria	Escherichia	2012-05	22407679
Proteobacteria	Escherichia	2012-06	22407056
Proteobacteria	Escherichia	2012-08	22406988
Proteobacteria	Escherichia	2012-06	22406258
Proteobacteria	Escherichia	2012-07	22405293
Proteobacteria	Escherichia	2012-03	22405014
Proteobacteria	Escherichia	2012-02	22403819
Proteobacteria	Escherichia	2012-06	22403186
Proteobacteria	Escherichia	2012-10	22402594
Proteobacteria	Escherichia	2012-07	22402487
Proteobacteria	Escherichia	2012-03	22401547
Proteobacteria	Escherichia	2012-04	22399293
Proteobacteria	Escherichia	2012-07	22398860
Proteobacteria	Escherichia	2012-12	22398154
Proteobacteria	Escherichia	2012-06	22397838
Proteobacteria	Escherichia	2012-06	22397676
Proteobacteria	Escherichia	2012-07	22395898
Proteobacteria	Escherichia	2012-03	22394631
Proteobacteria	Escherichia	2012-01	22394063
Proteobacteria	Escherichia	2011-09	22393787
Proteobacteria	Escherichia	2011-12	22393727
Proteobacteria	Escherichia	2011-11	22393722
Proteobacteria	Escherichia	2011-11	22393719
Proteobacteria	Escherichia	2012-06	22391735
Proteobacteria	Escherichia	2012-05	22391093
Proteobacteria	Escherichia	2012-05	22391092
Proteobacteria	Escherichia	2012-05	22390826
Proteobacteria	Escherichia	2012-04	22389115
Proteobacteria	Escherichia	2012-03	22388479
Proteobacteria	Escherichia	2012-05	22387083
Proteobacteria	Escherichia	2012-06	22386822
Proteobacteria	Escherichia	2012-07	22383579
Proteobacteria	Escherichia	2012-07	22383050
Proteobacteria	Escherichia	2012-04	22382353
Proteobacteria	Escherichia	2012-03	22382031
Proteobacteria	Escherichia	2012-02	22381754
Proteobacteria	Escherichia	2012-04	22381466
Proteobacteria	Escherichia	2012-04	22381465
Proteobacteria	Escherichia	2012-04	22381464
Proteobacteria	Escherichia	2012-05	22381462
Proteobacteria	Escherichia	2012-04	22381461
Proteobacteria	Escherichia	2012-03	22380540
Proteobacteria	Escherichia	2012-03	22380513
Proteobacteria	Escherichia	2012-04	22378785
Proteobacteria	Escherichia	2012-03	22377750
Proteobacteria	Escherichia	2012-07	22374228
Proteobacteria	Escherichia	2013-01	22371262
Proteobacteria	Escherichia	2012-07	22371061
Proteobacteria	Escherichia	2012-07	22370950
Proteobacteria	Escherichia	2012-08	22370947
Proteobacteria	Escherichia	2012-05	22370562
Proteobacteria	Escherichia	2012-02	22370355
Proteobacteria	Escherichia	2012-05	22370233
Proteobacteria	Escherichia	2012-04	22369721
Proteobacteria	Escherichia	2012-02	22367953
Proteobacteria	Escherichia	2012-09	22367530
Proteobacteria	Escherichia	2012-06	22367280
Proteobacteria	Escherichia	2012-07	22366768
Proteobacteria	Escherichia	2012-05	22366117
Proteobacteria	Escherichia	2012-06	22365985
Proteobacteria	Escherichia	2012-06	22365415
Proteobacteria	Escherichia	2012-05	22362707
Proteobacteria	Escherichia	2012-04	22362702
Proteobacteria	Escherichia	2012-06	22361962
Proteobacteria	Escherichia	2012-03	26781731
Proteobacteria	Escherichia	2012-03	22357208
Proteobacteria	Escherichia	2012-11	22356923
Proteobacteria	Escherichia	2012-05	22356582
Proteobacteria	Escherichia	2012-03	22356128
Proteobacteria	Escherichia	2012-05	22356105
Proteobacteria	Escherichia	2011-01	22355692
Proteobacteria	Escherichia	2012-05	22355150
Proteobacteria	Escherichia	2012-05	22354297
Proteobacteria	Escherichia	2011-01	22353741
Proteobacteria	Escherichia	2012-01	22353729
Proteobacteria	Escherichia	2012-05	22353211
Proteobacteria	Escherichia	2012-04	22352834
Proteobacteria	Escherichia	2012-03	22352397
Proteobacteria	Escherichia	2012-03	22352374
Proteobacteria	Escherichia	2011-11	22351986
Proteobacteria	Escherichia	2012-03	22351782
Proteobacteria	Escherichia	2013-01	22351430
Proteobacteria	Escherichia	2012-06	22350333
Proteobacteria	Escherichia	2012-03	22350314
Proteobacteria	Escherichia	2012-03	22350259
Proteobacteria	Escherichia	2012-07	22349731
Proteobacteria	Escherichia	2012-04	22349190
Proteobacteria	Escherichia	2012-01	22347414
Proteobacteria	Escherichia	2012-05	22344649
Proteobacteria	Escherichia	2012-05	22344647
Proteobacteria	Escherichia	2012-05	22344645
Proteobacteria	Escherichia	2012-05	22343303
Proteobacteria	Escherichia	2012-04	22343292
Proteobacteria	Escherichia	2012-04	22343065
Proteobacteria	Escherichia	2012-04	22343064
Proteobacteria	Escherichia	2012-03	22342724
Proteobacteria	Escherichia	2012-03	22342719
Proteobacteria	Escherichia	2012-04	22342678
Proteobacteria	Escherichia	2012-05	22342333
Proteobacteria	Escherichia	2012-04	22342090
Proteobacteria	Escherichia	2012-04	22342069
Proteobacteria	Escherichia	2012-04	22341652
Proteobacteria	Escherichia	2012-02	22339878
Proteobacteria	Escherichia	2012-03	22339263
Proteobacteria	Escherichia	2012-04	22336741
Proteobacteria	Escherichia	2012-02	22336426
Proteobacteria	Escherichia	2012-04	22334758
Proteobacteria	Escherichia	2012-04	22333530
Proteobacteria	Escherichia	2012-04	22333529
Proteobacteria	Escherichia	2012-04	22333528
Proteobacteria	Escherichia	2012-01	22332740
Proteobacteria	Escherichia	2012-05	22332603
Proteobacteria	Escherichia	2012-05	22331603
Proteobacteria	Escherichia	2012-05	22331590
Proteobacteria	Escherichia	2011-12	22329238
Proteobacteria	Escherichia	2012-04	22328670
Proteobacteria	Escherichia	2012-04	22328667
Proteobacteria	Escherichia	2012-01	22328427
Proteobacteria	Escherichia	2012-01	22328426
Proteobacteria	Escherichia	2012-01	22328425
Proteobacteria	Escherichia	2012-07	22328292
Proteobacteria	Escherichia	2012-04	22328008
Proteobacteria	Escherichia	2012-06	22327913
Proteobacteria	Escherichia	2012-07	22327648
Proteobacteria	Escherichia	2012-04	22327349
Proteobacteria	Escherichia	2012-04	22327111
Proteobacteria	Escherichia	2012-03	22326866
Proteobacteria	Escherichia	2012-04	22326799
Proteobacteria	Escherichia	2012-04	22326798
Proteobacteria	Escherichia	2012-04	22326726
Proteobacteria	Escherichia	2012-04	22326593
Proteobacteria	Escherichia	2012-04	22325898
Proteobacteria	Escherichia	2012-03	22323388
Proteobacteria	Escherichia	2012-05	22322964
Proteobacteria	Escherichia	2012-01	22322800
Proteobacteria	Escherichia	2012-07	22322560
Proteobacteria	Escherichia	2012-07	22322186
Proteobacteria	Escherichia	2012-03	22321602
Proteobacteria	Escherichia	2012-05	22319214
Proteobacteria	Escherichia	2012-04	22318767
Proteobacteria	Escherichia	2012-04	22318154
Proteobacteria	Escherichia	2012-02	22316482
Proteobacteria	Escherichia	2012-03	22316175
Proteobacteria	Escherichia	2012-04	22314998
Proteobacteria	Escherichia	2012-06	22314516
Proteobacteria	Escherichia	2012-02	22313889
Proteobacteria	Escherichia	2012-05	22313414
Proteobacteria	Escherichia	2012-05	22313365
Proteobacteria	Escherichia	2012-01	22312257
Proteobacteria	Escherichia	2012-04	22311924
Proteobacteria	Escherichia	2012-06	22311040
Proteobacteria	Escherichia	2012-06	22311039
Proteobacteria	Escherichia	2012-04	22310048
Proteobacteria	Escherichia	2012-03	22310044
Proteobacteria	Escherichia	2012-04	22309769
Proteobacteria	Escherichia	2012-02	22307551
Proteobacteria	Escherichia	2012-04	22307305
Proteobacteria	Escherichia	2012-05	22306699
Proteobacteria	Escherichia	2012-06	22306065
Proteobacteria	Escherichia	2012-03	22305934
Proteobacteria	Escherichia	2012-02	22305426
Proteobacteria	Escherichia	2012-03	22305170
Proteobacteria	Escherichia	2012-03	22304900
Proteobacteria	Escherichia	2012-02	22304766
Proteobacteria	Escherichia	2012-02	22304765
Proteobacteria	Escherichia	2012-02	22304764
Proteobacteria	Escherichia	2012-02	22304478
Proteobacteria	Escherichia	2012-03	22303013
Proteobacteria	Escherichia	2012-05	22301910
Proteobacteria	Escherichia	2012-03	22300511
Proteobacteria	Escherichia	2012-02	22300313
Proteobacteria	Escherichia	2011-11	22299415
Proteobacteria	Escherichia	2012-02	22298009
Proteobacteria	Escherichia	2012-02	22298001
Proteobacteria	Escherichia	2012-02	22297999
Proteobacteria	Escherichia	2012-02	22297997
Proteobacteria	Escherichia	2012-02	22297992
Proteobacteria	Escherichia	2012-02	22297991
Proteobacteria	Escherichia	2012-02	22297989
Proteobacteria	Escherichia	2012-05	22297417
Proteobacteria	Escherichia	2012-01	22297230
Proteobacteria	Escherichia	2012-03	22296786
Proteobacteria	Escherichia	2012-05	22294432
Proteobacteria	Escherichia	2012-04	22293616
Proteobacteria	Escherichia	2012-02	22293204
Proteobacteria	Escherichia	2012-05	22293093
Proteobacteria	Escherichia	2012-03	22291014
Proteobacteria	Escherichia	2012-05	22290651
Proteobacteria	Escherichia	2012-11	22290647
Proteobacteria	Escherichia	2012-05	22290644
Proteobacteria	Escherichia	2012-06	22290288
Proteobacteria	Escherichia	2012-04	22289691
Proteobacteria	Escherichia	2012-02	22289053
Proteobacteria	Escherichia	2012-07	22288388
Proteobacteria	Escherichia	2011-11	22288192
Proteobacteria	Escherichia	2012-02	23569889
Proteobacteria	Escherichia	2012-04	22287528
Proteobacteria	Escherichia	2012-04	22287010
Proteobacteria	Escherichia	2012-04	22286990
Proteobacteria	Escherichia	2012-04	22286981
Proteobacteria	Escherichia	2012-05	22286207
Proteobacteria	Escherichia	2012-05	22286182
Proteobacteria	Escherichia	2012-04	22286006
Proteobacteria	Escherichia	2012-04	22285990
Proteobacteria	Escherichia	2012-04	22285622
Proteobacteria	Escherichia	2012-03	22285269
Proteobacteria	Escherichia	2012-03	22285121
Proteobacteria	Escherichia	2012-05	22284966
Proteobacteria	Escherichia	2012-01	22284487
Proteobacteria	Escherichia	2012-03	22281843
Proteobacteria	Escherichia	2012-04	22281608
Proteobacteria	Escherichia	2012-04	22281606
Proteobacteria	Escherichia	2012-10	22281521
Proteobacteria	Escherichia	2012-03	22281147
Proteobacteria	Escherichia	2012-01	22279945
Proteobacteria	Escherichia	2011-11	22279749
Proteobacteria	Escherichia	2012-05	22279051
Proteobacteria	Escherichia	2012-06	22278674
Proteobacteria	Escherichia	2012-03	22277649
Proteobacteria	Escherichia	2012-03	22277537
Proteobacteria	Escherichia	2012-03	22275217
Proteobacteria	Escherichia	2012-08	22273846
Proteobacteria	Escherichia	2012-03	22271305
Proteobacteria	Escherichia	2012-02	22270806
Proteobacteria	Escherichia	2012-06	22270474
Proteobacteria	Escherichia	2012-03	22270362
Proteobacteria	Escherichia	2012-11	22270237
Proteobacteria	Escherichia	2012-11	22270236
Proteobacteria	Escherichia	2012-03	22270086
Proteobacteria	Escherichia	2012-04	22268863
Proteobacteria	Escherichia	2012-04	22268153
Proteobacteria	Escherichia	2011-02	22268038
Proteobacteria	Escherichia	2012-04	22267672
Proteobacteria	Escherichia	2012-04	22267661
Proteobacteria	Escherichia	2012-04	22266829
Proteobacteria	Escherichia	2012-03	22266086
Proteobacteria	Escherichia	2012-05	22265897
Proteobacteria	Escherichia	2012-03	22264428
Proteobacteria	Escherichia	2012-01	22264221
Proteobacteria	Escherichia	2012-02	22263615
Proteobacteria	Escherichia	2012-11	22262229
Proteobacteria	Escherichia	2012-05	22261868
Proteobacteria	Escherichia	2012-05	22261867
Proteobacteria	Escherichia	2012-05	22261863
Proteobacteria	Escherichia	2012-02	22261232
Proteobacteria	Escherichia	2012-03	22261174
Proteobacteria	Escherichia	2012-02	22260329
Proteobacteria	Escherichia	2011-10	22260069
Proteobacteria	Escherichia	2011-10	22260060
Proteobacteria	Escherichia	2011-10	22260059
Proteobacteria	Escherichia	2011-11	22260044
Proteobacteria	Escherichia	2012-04	22259038
Proteobacteria	Escherichia	2012-05	22258643
Proteobacteria	Escherichia	2012-10	22258641
Proteobacteria	Escherichia	2012-01	23651008
Proteobacteria	Escherichia	2012-03	22252992
Proteobacteria	Escherichia	2012-04	22252877
Proteobacteria	Escherichia	2012-03	22252444
Proteobacteria	Escherichia	2012-01	22251949
Proteobacteria	Escherichia	2012-03	22251882
Proteobacteria	Escherichia	2012-03	22251424
Proteobacteria	Escherichia	2012-06	22249953
Proteobacteria	Escherichia	2012-03	22249853
Proteobacteria	Escherichia	2012-11	22249723
Proteobacteria	Escherichia	2012-10	22249722
Proteobacteria	Escherichia	2012-04	22249721
Proteobacteria	Escherichia	2012-04	22248859
Proteobacteria	Escherichia	2012-03	22248593
Proteobacteria	Escherichia	2011-01	22248539
Proteobacteria	Escherichia	2012-03	22247510
Proteobacteria	Escherichia	2012-03	22247165
Proteobacteria	Escherichia	2012-05	22246222
Proteobacteria	Escherichia	2012-03	22245752
Proteobacteria	Escherichia	2012-05	22244816
Proteobacteria	Escherichia	2012-02	22244806
Proteobacteria	Escherichia	2012-10	22244790
Proteobacteria	Escherichia	2012-02	22244340
Proteobacteria	Escherichia	2011-10	22242464
Proteobacteria	Escherichia	2012-01	22242186
Proteobacteria	Escherichia	2012-04	22241772
Proteobacteria	Escherichia	2012-03	22241471
Proteobacteria	Escherichia	2012-03	22240114
Proteobacteria	Escherichia	2012-01	22239833
Proteobacteria	Escherichia	2012-01	22239709
Proteobacteria	Escherichia	2012-03	22239607
Proteobacteria	Escherichia	2012-03	22238141
Proteobacteria	Escherichia	2012-03	22238013
Proteobacteria	Escherichia	2012-10	22237016
Proteobacteria	Escherichia	2012-03	22236980
Proteobacteria	Escherichia	2012-01	22236335
Proteobacteria	Escherichia	2012-06	22234725
Proteobacteria	Escherichia	2012-10	22234537
Proteobacteria	Escherichia	2012-02	22234263
Proteobacteria	Escherichia	2012-06	22234170
Proteobacteria	Escherichia	2012-04	22233648
Proteobacteria	Escherichia	2012-01	22233534
Proteobacteria	Escherichia	2012-04	22233334
Proteobacteria	Escherichia	2011-10	22233057
Proteobacteria	Escherichia	2011-09	22232892
Proteobacteria	Escherichia	2012-04	22232565
Proteobacteria	Escherichia	2012-04	22232290
Proteobacteria	Escherichia	2012-01	22232269
Proteobacteria	Escherichia	2012-01	22232266
Proteobacteria	Escherichia	2012-01	22232258
Proteobacteria	Escherichia	2012-01	22232184
Proteobacteria	Escherichia	2012-01	22232182
Proteobacteria	Escherichia	2012-01	22232175
Proteobacteria	Escherichia	2012-01	22232168
Proteobacteria	Escherichia	2012-07	22231860
Proteobacteria	Escherichia	2012-06	22231476
Proteobacteria	Escherichia	2012-05	22230664
Proteobacteria	Escherichia	2012-01	22230570
Proteobacteria	Escherichia	2012-10	22230329
Proteobacteria	Escherichia	2012-02	22229878
Proteobacteria	Escherichia	2012-03	22228730
Proteobacteria	Escherichia	2012-10	22228259
Proteobacteria	Escherichia	2012-03	22227598
Proteobacteria	Escherichia	2012-10	22227012
Proteobacteria	Escherichia	2012-03	22226870
Proteobacteria	Escherichia	2012-02	22226468
Proteobacteria	Escherichia	2012-03	22226305
Proteobacteria	Escherichia	2012-02	22226202
Proteobacteria	Escherichia	2012-02	22225984
Proteobacteria	Escherichia	2012-03	22225784
Proteobacteria	Escherichia	2012-01	22225774
Proteobacteria	Escherichia	2012-02	22225426
Proteobacteria	Escherichia	2011-07	22224091
Proteobacteria	Escherichia	2012-03	22223589
Proteobacteria	Escherichia	2012-10	22222309
Proteobacteria	Escherichia	2012-01	22222111
Proteobacteria	Escherichia	2012-03	22219311
Proteobacteria	Escherichia	2012-04	22218570
Proteobacteria	Escherichia	2012-01	22217184
Proteobacteria	Escherichia	2011-01	22216103
Proteobacteria	Escherichia	2011-10	22215971
Proteobacteria	Escherichia	2012-05	22215378
Proteobacteria	Escherichia	2012-06	22214862
Proteobacteria	Escherichia	2012-01	22214383
Proteobacteria	Escherichia	2012-03	22212898
Proteobacteria	Escherichia	2012-05	22212708
Proteobacteria	Escherichia	2012-03	22212694
Proteobacteria	Escherichia	2011-07	22210994
Proteobacteria	Escherichia	2012-03	22210767
Proteobacteria	Escherichia	2012-03	22210765
Proteobacteria	Escherichia	2012-03	22210219
Proteobacteria	Escherichia	2012-03	22210216
Proteobacteria	Escherichia	2012-03	22210207
Proteobacteria	Escherichia	2012-03	22209435
Proteobacteria	Escherichia	2012-10	26466728
Proteobacteria	Escherichia	2012-10	24957761
Proteobacteria	Escherichia	2012-01	24688679
Proteobacteria	Escherichia	2012-01	24688678
Proteobacteria	Escherichia	2012-01	24688671
Proteobacteria	Escherichia	2012-01	24688665
Proteobacteria	Escherichia	2012-01	24031846
Proteobacteria	Escherichia	2012-01	23772365
Proteobacteria	Escherichia	2012-01	23554726
Proteobacteria	Escherichia	2012-02	22207215
Proteobacteria	Escherichia	2012-03	22207214
Proteobacteria	Escherichia	2012-03	22207056
Proteobacteria	Escherichia	2012-07	22206981
Proteobacteria	Escherichia	2012-02	22206618
Proteobacteria	Escherichia	2012-04	22205784
Proteobacteria	Escherichia	2012-04	22205442
Proteobacteria	Escherichia	2011-12	22203555
Proteobacteria	Escherichia	2012-02	22203394
Proteobacteria	Escherichia	2012-02	22203393
Proteobacteria	Escherichia	2012-09	22202967
Proteobacteria	Escherichia	2012-03	22202651
Proteobacteria	Escherichia	2012-03	22202650
Proteobacteria	Escherichia	2012-02	22202176
Proteobacteria	Escherichia	2012-06	22201544
Proteobacteria	Escherichia	2012-06	22200957
Proteobacteria	Escherichia	2011-12	22200700
Proteobacteria	Escherichia	2012-02	22199372
Proteobacteria	Escherichia	2011-01	22199038
Proteobacteria	Escherichia	2012-09	22198718
Proteobacteria	Escherichia	2012-09	22198717
Proteobacteria	Escherichia	2012-03	22198283
Proteobacteria	Escherichia	2012-05	22197962
Proteobacteria	Escherichia	2012-03	22197658
Proteobacteria	Escherichia	2012-03	22197595
Proteobacteria	Escherichia	2012-04	22197498
Proteobacteria	Escherichia	2012-04	22197497
Proteobacteria	Escherichia	2012-05	22197036
Proteobacteria	Escherichia	2011-12	22196373
Proteobacteria	Escherichia	2011-10	22196358
Proteobacteria	Escherichia	2012-02	22195572
Proteobacteria	Escherichia	2011-12	22194579
Proteobacteria	Escherichia	2012-03	22194295
Proteobacteria	Escherichia	2012-03	22194294
Proteobacteria	Escherichia	2012-03	22194286
Proteobacteria	Escherichia	2011-12	22193303
Proteobacteria	Escherichia	2012-05	22192842
Proteobacteria	Escherichia	2012-02	22192732
Proteobacteria	Escherichia	2012-01	22192514
Proteobacteria	Escherichia	2012-01	22191643
Proteobacteria	Escherichia	2012-09	22189867
Proteobacteria	Escherichia	2011-12	22189686
Proteobacteria	Escherichia	2011-12	22189684
Proteobacteria	Escherichia	2011-12	22189092
Proteobacteria	Escherichia	2012-05	22188665
Proteobacteria	Escherichia	2012-01	22188524
Proteobacteria	Escherichia	2012-02	22187221
Proteobacteria	Escherichia	2012-04	22187078
Proteobacteria	Escherichia	2012-01	22184212
Proteobacteria	Escherichia	2012-02	22183135
Proteobacteria	Escherichia	2012-01	22181044
Proteobacteria	Escherichia	2012-04	22180537
Proteobacteria	Escherichia	2012-04	22180530
Proteobacteria	Escherichia	2012-02	22179235
Proteobacteria	Escherichia	2012-01	22179145
Proteobacteria	Escherichia	2011-12	22178928
Proteobacteria	Escherichia	2012-03	22178733
Proteobacteria	Escherichia	2012-03	22178732
Proteobacteria	Escherichia	2012-03	22178731
Proteobacteria	Escherichia	2012-02	22178490
Proteobacteria	Escherichia	2012-04	22178023
Proteobacteria	Escherichia	2012-03	22177937
Proteobacteria	Escherichia	2012-07	22176949
Proteobacteria	Escherichia	2012-05	22176762
Proteobacteria	Escherichia	2011-01	22174663
Proteobacteria	Escherichia	2012-03	22174383
Proteobacteria	Escherichia	2012-03	22174382
Proteobacteria	Escherichia	2012-05	22173614
Proteobacteria	Escherichia	2012-05	22173482
Proteobacteria	Escherichia	2012-03	22173203
Proteobacteria	Escherichia	2011-11	22172103
Proteobacteria	Escherichia	2012-03	22170571
Proteobacteria	Escherichia	2012-05	22170310
Proteobacteria	Escherichia	2012-05	22170266
Proteobacteria	Escherichia	2012-04	22170105
Proteobacteria	Escherichia	2012-05	22170102
